UniProt_IDs,DrLLPS_labels,UDSM-LLPS (Random) Score,UDSM-LLPS (UniRef) Score,PSPredictor Score
Q9BYC9,client,0.0065997867,0.031175572,0.0027
P09001,client,0.37066743,0.12722148,0.0079
Q9BYD3,client,0.30033848,0.018961096,0.0142
Q9NQ50,client,0.19465666,0.086429365,0.0202
Q8N983,client,0.023507286,0.012447783,0.056
Q9HD33,client,0.23574603,0.047121484,0.0214
P82914,client,0.20958102,0.1605356,0.4919
Q9BYN8,client,0.6396984,0.3888885,0.0062
Q92552,client,0.5968808,0.46320906,0.0442
Q92665,client,0.28962484,0.11694919,0.5508
P82909,client,0.04067926,0.63022155,0.0526
Q9Y2R9,client,0.01708555,0.0988057,0.0554
P82933,client,0.17200102,0.35600913,0.0287
Q96E11,client,0.29851642,0.18585701,0.5774
Q9UKD2,client,0.57149166,0.56083024,0.0172
P52701,client,0.7218186,0.46885222,0.3266
Q96DH6,client,0.9920569,0.9665483,0.5666
P26038,client,0.92379844,0.68520427,0.0324
P00403,client,0.0038866065,0.0021733637,0.0041
Q9NZJ7,client,0.009545305,0.0058264025,0.6492
Q9Y6C9,client,0.009879418,0.095696434,0.0937
Q86UE4,client,0.44442177,0.9390087,0.988
Q96E29,client,0.2074827,0.08050833,0.0674
Q9H019,client,0.17982425,0.32570532,0.1129
P11586,client,0.04225501,0.015251601,0.157
Q6UB35,client,0.23298694,0.2467774,0.1033
P13995,client,0.014685401,0.09543016,0.0113
Q9H903,client,0.034866113,0.9527631,0.0425
Q9NVV4,client,0.06856888,0.15121365,0.0068
P58546,client,0.0001320557,0.00017101491,0.0623
P42285,client,0.6197621,0.6504628,0.1352
Q765P7,client,0.75373894,0.2349202,0.9871
Q9ULD2,client,0.85056335,0.11047701,0.6437
Q13505,client,0.1679389,0.17394722,0.1394
O75431,client,0.39728168,0.21613263,0.1708
Q5HYI7,client,0.11091739,0.064833455,0.0751
Q14764,client,0.47808492,0.102075,0.0693
Q9BW11,client,0.29516223,0.50781554,0.2785
P10242,client,0.9775259,0.6822967,0.8489
Q9BQG0,client,0.82262135,0.7235065,0.4957
Q99417,client,0.1557345,0.30580148,0.0849
O75592,client,0.39418948,0.82936925,0.6826
P35580,client,0.0007132758,0.02060803,0.4954
P35749,client,0.00039845935,0.0077083437,0.4953
Q7Z406,client,0.14319935,0.07998863,0.5201
P35579,client,0.0008582011,0.030126603,0.3349
O14950,client,0.037768677,0.99802065,0.0127
P60660,client,0.3394796,0.4334876,0.0535
P14649,client,0.1683952,0.96751237,0.293
Q92614,client,0.10161621,0.44598216,0.6339
O43795,client,0.34342262,0.13217208,0.0643
O00159,client,0.19943614,0.3115314,0.1029
O94832,client,0.6429963,0.21258739,0.1493
Q12965,client,0.43930134,0.48797977,0.0746
O00160,client,0.8477313,0.32845744,0.5297
Q9Y4I1,client,0.31615067,0.11856341,0.444
Q9UM54,client,0.2317058,0.11813196,0.1465
Q86UW6,client,0.6329393,0.15825234,0.4678
Q15742,client,0.81081676,0.40065342,0.6334
Q96RE7,client,0.31090954,0.4251443,0.855
Q9UJ70,client,0.1792867,0.07575131,0.08
P55209,client,0.2752688,0.90542805,0.273
Q99733,client,0.27610508,0.4494109,0.2773
P54920,client,0.119274154,0.007846847,0.0102
Q99747,client,0.03708085,0.05205728,0.1312
Q9H0A0,client,0.9941268,0.97241646,0.2177
A0A0U1RRE5,client,0.054213542,0.19374861,0.7753
O60934,client,0.969081,0.44441706,0.9387
P61601,client,0.12586059,0.95572627,0.0273
P13591,client,0.13483751,0.51364154,0.1373
O15394,client,0.05076922,0.40605927,0.9045
O14594,client,0.111285344,0.4812976,0.7507
P42695,client,0.39293742,0.12896946,0.2037
Q86XI2,client,0.30681178,0.061435338,0.0646
Q9UBB6,client,0.12064991,0.0650724,0.1633
Q9Y2A7,client,0.52965206,0.026686558,0.0194
P55160,client,0.7555837,0.019578861,0.027
Q9NZQ3,client,0.1932152,0.06956509,0.9056
P19338,client,0.99405473,0.9937972,0.941
Q13772,client,0.2994024,0.058699682,0.8896
O14777,client,0.6277171,0.17983156,0.2349
Q9NXR1,client,0.7837326,0.5278369,0.8273
Q8TB73,client,0.26077864,0.5750452,0.6619
Q92597,client,0.71096367,0.03869034,0.2544
Q9UN36,client,0.5080836,0.27109832,0.0419
O95299,client,0.14071223,0.008781972,0.0121
Q9UI09,client,0.655812,0.25702778,0.0354
O43678,client,0.006296993,0.6989207,0.0028
O00483,client,0.015356038,0.060400855,0.0107
Q16718,client,0.30552483,0.9475897,0.0034
O95182,client,0.22027856,0.41393435,0.0351
Q16795,client,0.39211166,0.04246382,0.0033
O96000,client,0.6185576,0.9345996,0.0046
O95139,client,0.6547496,0.24846871,0.0053
P17568,client,0.35210472,0.95763123,0.0105
O95169,client,0.07173116,0.4453655,0.0972
Q9Y6M9,client,0.5645739,0.6005302,0.0156
P28331,client,0.11333848,0.058066096,0.7872
O75306,client,0.15224056,0.030609367,0.0488
O75489,client,0.06361965,0.992274,0.0028
O75380,client,0.03111537,0.16766825,0.1081
O00217,client,0.049191955,0.5136137,0.0045
P19404,client,0.6641863,0.16315912,0.0786
O76041,client,0.9862125,0.823637,0.1234
Q8NHV4,client,0.88922375,0.84436953,0.8942
Q14511,client,0.98471314,0.9302198,0.9639
P12036,client,0.9636841,0.9997454,0.859
P07196,client,0.01196262,0.54302007,0.0566
P07197,client,0.8829805,0.96339566,0.8056
Q7Z3B1,client,0.03308975,0.21401285,0.0234
Q96FI4,client,0.52062505,0.20839433,0.1202
P51955,client,0.60863465,0.3110345,0.0253
Q9HC98,client,0.919705,0.38697228,0.0267
Q8TDX7,client,0.8102378,0.8512616,0.0128
Q86SG6,client,0.97056603,0.8151403,0.655
P18615,client,0.898527,0.9407424,0.7956
Q92859,client,0.10516661,0.96230775,0.7319
Q6NW34,client,0.3047016,0.121641316,0.9805
Q8WWR8,client,0.052508388,0.28514123,0.2981
O76050,client,0.1699282,0.0033825196,0.1877
Q96JN8,client,0.02786856,0.26391965,0.2462
Q0ZGT2,client,0.46407124,0.7704075,0.2972
O94856,client,0.15886761,0.742003,0.157
O94916,client,0.8622479,0.29298535,0.9966
Q12986,client,0.94601464,0.70786744,0.9559
P23511,client,0.015036807,0.015272905,0.9504
Q8NEJ9,client,0.7042915,0.8360685,0.4739
Q6VVB1,client,0.70791066,0.6599304,0.189
Q9NX24,client,0.26739377,0.42144266,0.0106
Q9NZG7,client,0.02510819,0.008117994,0.0041
Q9Y2I6,client,0.7517593,0.86809945,0.3406
Q9Y221,client,0.13819288,0.34024402,0.0062
Q6KC79,client,0.50558275,0.30261618,0.8126
Q9BPW8,client,0.030633578,0.35037783,0.0034
O75323,client,0.042775556,0.42319947,0.0058
Q6ZUT1,client,0.98224497,0.9916905,0.9893
Q5M9Q1,client,0.9962794,0.95090413,0.9768
O15226,client,0.41436875,0.29988378,0.433
Q9NVX2,client,0.89780444,0.87076735,0.0435
Q8NFZ4,client,0.102717504,0.13907573,0.7341
P15531,client,0.0155424215,0.96748704,0.0106
P22392,client,0.15646139,0.6563468,0.008
Q13232,client,0.010142335,0.448674,0.0038
O00746,client,0.011521452,0.79610974,0.0969
Q13423,client,0.02121305,0.00044347325,0.6245
Q8NC60,client,0.019191623,0.3161121,0.6972
Q9ULX3,client,0.32858977,0.67000026,0.0351
Q8WTT2,client,0.35837927,0.012932082,0.1438
Q9BVI4,client,0.19506872,0.17895518,0.0045
Q9BSC4,client,0.8175288,0.68679476,0.0748
Q9H8H0,client,0.5757074,0.123075016,0.1976
Q9H6R4,client,0.03417646,0.23027368,0.3149
Q9UMY1,client,0.40146077,0.18014756,0.6803
Q76FK4,client,0.9272997,0.67123854,0.9696
Q5SY16,client,0.6856606,0.2731839,0.2166
Q14978,client,0.9955277,0.9996736,0.999
Q5C9Z4,client,0.4865787,0.1751136,0.8288
Q5JPE7,client,0.18168943,0.0011190856,0.1098
P78316,client,0.54703236,0.83658093,0.8195
Q9Y3C1,client,0.8082047,0.9258096,0.0138
P46087,client,0.9233124,0.56684357,0.9655
O00567,client,0.48348475,0.31053543,0.7902
Q9Y2X3,client,0.70746166,0.2370096,0.0764
Q86U38,client,0.035851214,0.169199,0.6737
Q9Y314,client,0.83080006,0.85492885,0.098
Q9UNW9,client,0.30126825,0.9915228,0.8928
P55786,client,0.4331362,0.5290782,0.0458
Q86SE8,client,0.4629865,0.99975353,0.1666
O75607,client,0.080485016,0.9100358,0.0176
Q9Y639,client,0.014372936,0.4896965,0.0412
Q15818,client,0.013485304,0.14608018,0.353
P04150,client,0.9037381,0.51741606,0.9785
P01111,client,0.5202237,0.9996884,0.0114
Q92823,client,0.35876006,0.75394243,0.1858
Q02297,client,0.01578313,0.18496297,0.9751
Q9NPD7,client,0.55141604,0.042905085,0.1913
Q9ULB1,client,0.8712848,0.97806233,0.7631
Q9Y4C0,client,0.832073,0.9908948,0.5049
O95478,client,0.9321854,0.2829269,0.1458
Q9BZ95,client,0.6432096,0.9613428,0.985
Q9UNZ2,client,0.57345307,0.66872287,0.205
Q8WV22,client,0.7202289,0.45259306,0.007
Q96MG7,client,0.74170434,0.63204,0.4101
Q08J23,client,0.329424,0.7341851,0.6406
Q96P11,client,0.092729196,0.042785294,0.0738
Q96P26,client,0.46760294,0.491002,0.9851
P21589,client,0.00069200364,0.0005190337,0.0978
Q9P121,client,0.033948284,0.3866768,0.042
Q9BV86,client,0.045859475,0.25701374,0.0141
Q9Y2I2,client,0.10358336,0.007890992,0.5092
Q96CW9,client,0.0032269445,0.07373156,0.2715
P04629,client,0.18761851,0.015497289,0.4661
Q9H093,client,0.43072385,0.086534694,0.9701
Q9Y266,client,0.33977345,0.4034708,0.1349
Q8WVJ2,client,0.2719047,0.97367984,0.0052
Q9BRJ7,client,0.034247898,0.47133452,0.2345
O43809,client,0.007895013,0.26794645,0.0115
Q9BZD4,client,0.7565653,0.26337576,0.0548
Q7Z417,client,0.8983745,0.7820788,0.9978
Q14980,client,0.5361294,0.29151595,0.6606
Q9Y6R0,client,0.93081635,0.9891032,0.8747
O75694,client,0.20681487,0.15795639,0.2488
Q12769,client,0.23298626,0.2517803,0.064
Q92621,client,0.195543,0.041787494,0.0791
Q8TEM1,client,0.09524602,0.0714114,0.3326
Q5VU65,client,0.003837225,0.006920013,0.4404
Q9UKX7,client,0.8988568,0.89949715,0.9566
Q99567,client,0.15448382,0.13081092,0.3531
Q9BXS6,client,0.9624607,0.7212939,0.9919
O15381,client,0.8358641,0.9774802,0.4104
Q9UBU9,client,0.9545325,0.13419732,0.6909
Q9H1B4,client,0.7724805,0.031118074,0.0168
P00973,client,0.4767926,0.27481425,0.0291
P29728,client,0.3864303,0.3087873,0.5783
Q9Y6K5,client,0.6478496,0.8445374,0.4823
P04181,client,0.46647757,0.20834506,0.0049
Q5BJF6,client,0.5612805,0.3314479,0.353
Q9ULJ1,client,0.8845154,0.37959605,0.0691
O75665,client,0.4480772,0.5378145,0.2254
Q02218,client,0.28472996,0.16353002,0.1219
Q9ULD0,client,0.34601057,0.54730976,0.1237
O15527,client,0.16803588,0.18765475,0.2317
P20774,client,0.11974328,0.00017582336,0.0049
Q9NTK5,client,0.7990777,0.985851,0.0105
Q99784,client,0.6955243,0.83747977,0.1397
P23515,client,0.063112706,0.0021717916,0.7503
O60313,client,0.5712302,0.8184387,0.1124
Q14982,client,0.01117204,0.6249209,0.009
Q13415,client,0.552731,0.6990204,0.6764
Q13416,client,0.43791595,0.16803586,0.0376
Q01804,client,0.8613923,0.96521944,0.955
Q8N573,client,0.70649725,0.689212,0.9505
Q9H244,client,0.09083641,0.0005441796,0.0446
P07237,client,0.5832035,0.3600207,0.0041
Q9UQ80,client,0.07173619,0.57183015,0.7503
Q4VXU2,client,0.9166958,0.8462236,0.5379
Q5JQF8,client,0.3231083,0.98548156,0.0029
Q9H361,client,0.9487469,0.96365666,0.1288
Q13310,client,0.9881086,0.9589412,0.6801
P0CB38,client,0.94899327,0.9698999,0.0126
Q96DU9,client,0.7274638,0.9815021,0.0755
Q6VY07,client,0.31416216,0.5245593,0.9588
Q9BY11,client,0.9978065,0.62878144,0.3984
Q9UNF0,client,0.9992218,0.11515851,0.1968
Q9Y2J8,client,0.40660924,0.072084695,0.0059
P43034,client,0.99215454,0.30530682,0.0274
P22234,client,0.23678158,0.08179076,0.0148
Q9NWT1,client,0.94771284,0.9956684,0.4735
Q13177,client,0.92401457,0.08969414,0.3917
O96013,client,0.3530059,0.21519113,0.6747
Q8WX93,client,0.2161437,0.6988339,0.9401
O75781,client,0.28340733,0.105523966,0.9751
Q9Y3D7,client,0.10807092,0.16136155,0.0047
Q504Q3,client,0.092652395,0.46200216,0.0368
Q58A45,client,0.07281686,0.9089771,0.9766
Q9BYG4,client,0.38024256,0.37351727,0.0754
Q86W56,client,0.26873484,0.39205453,0.5714
Q99497,client,0.20407352,0.06600229,0.0066
O95453,client,0.9944847,0.9805665,0.5737
Q9H0J9,client,0.334837,0.036074392,0.8016
Q9Y6F1,client,0.51309276,0.07657189,0.4002
Q96IZ0,client,0.48605233,0.9732146,0.7525
Q96AQ6,client,0.906432,0.36427712,0.8218
P11498,client,0.18465166,0.06999216,0.2147
P57723,client,0.9842188,0.97195697,0.4996
P05165,client,0.08098491,0.038635064,0.3439
Q08174,client,0.0063840244,0.4337136,0.7802
Q5JVF3,client,0.10884677,0.012621609,0.0044
Q15004,client,0.9306581,0.381753,0.2258
Q9Y6V0,client,0.961919,0.73727894,0.99
P22061,client,0.021389306,0.23980382,0.1128
P12004,client,0.7818204,0.3824057,0.6806
O95613,client,0.984814,0.9784989,0.5888
Q13442,client,0.61099505,0.86164933,0.1061
O75340,client,0.051305387,0.29722816,0.0359
P54750,client,0.110808395,0.20489153,0.0042
O00408,client,0.13703278,0.03784394,0.471
P27815,client,0.5907081,0.1886668,0.946
Q5VU43,client,0.6719718,0.50123274,0.8857
Q13946,client,0.36266562,0.036935262,0.0891
O60658,client,0.16817306,0.42388305,0.4664
P16234,client,0.0944959,0.2745641,0.2343
P09619,client,0.24659026,0.21144322,0.0422
P08559,client,0.1151462,0.32501116,0.1024
P29803,client,0.34810412,0.4354804,0.0466
P11177,client,0.018995525,0.07585098,0.0727
O00330,client,0.08367568,0.13136952,0.4369
Q13087,client,0.025189767,0.5848623,0.0234
P30101,client,0.020083416,0.22880995,0.0059
Q15084,client,0.24731041,0.36117595,0.0162
Q15120,client,0.18748179,0.047728818,0.0157
O00151,client,0.90440714,0.9956117,0.3951
P50479,client,0.8692177,0.8128478,0.0896
Q96HC4,client,0.9931733,0.9034918,0.9224
Q9NR12,client,0.660838,0.9687436,0.0899
Q29RF7,client,0.7435219,0.032476254,0.0229
Q9NTI5,client,0.9644202,0.72459215,0.3699
O00764,client,0.15188137,0.47338292,0.0086
Q15121,client,0.08093547,0.52329063,0.2089
P30086,client,0.20493619,0.57331884,0.0647
Q9UBV8,client,0.9390642,0.95047003,0.5757
Q86TG7,client,0.94293934,0.88126814,0.9751
Q9BRX2,client,0.72776914,0.23383969,0.0327
Q8IZL8,client,0.47725394,0.86275816,0.7858
P12955,client,0.055538446,0.19102862,0.0063
O00541,client,0.29025403,0.7415391,0.0241
O96011,client,0.2812162,0.021207547,0.0207
O00628,client,0.9030419,0.99869555,0.1513
O15067,client,0.10455413,0.027156869,0.1257
Q9NQP4,client,0.078729875,0.20649454,0.0058
P17858,client,0.4141476,0.06626851,0.4016
P08237,client,0.5158842,0.1497358,0.6764
P35080,client,0.3638594,0.024853872,0.01
P60673,client,0.31550828,0.8218005,0.046
Q8NHR9,client,0.2732633,0.27369428,0.0111
Q96HS1,client,0.05251178,0.08894831,0.0102
P52209,client,0.11821406,0.12513287,0.2451
P00558,client,0.1076605,0.3915744,0.0543
P07205,client,0.18145368,0.4562838,0.063
O95336,client,0.030838378,0.2456786,0.0193
Q6PCE3,client,0.13383193,0.10910064,0.0412
O00264,client,0.52459437,0.9725629,0.1108
O15173,client,0.089307316,0.5383308,0.8052
Q9C0D0,client,0.3905749,0.98025656,0.8004
P35232,client,0.01169582,0.09558175,0.0023
Q99623,client,0.027887607,0.034264967,0.0076
Q8IXK0,client,0.84399974,0.68748826,0.9945
Q9UPV7,client,0.7344808,0.83265364,0.0159
Q8IWS0,client,0.45068014,0.9423028,0.9635
O43175,client,0.24876228,0.0111540025,0.0149
Q86UU1,client,0.75149447,0.11814826,0.9495
Q86SQ0,client,0.91708654,0.16116169,0.9307
Q92561,client,0.05486561,0.0083673755,0.0297
Q8WXW3,client,0.6863496,0.751273,0.0724
Q13492,client,0.80073667,0.8693864,0.796
Q9NQM4,client,0.50280565,0.08034697,0.0111
P42336,client,0.08496894,0.06781157,0.0839
O00459,client,0.78790003,0.62239856,0.796
Q92569,client,0.9581062,0.81041294,0.0157
Q5UE93,client,0.5640172,0.3359019,0.3099
P11309,client,0.6794634,0.12676693,0.0214
Q96BK5,client,0.98445326,0.98416704,0.9697
P12273,client,0.002461357,0.37742352,0.0022
P48426,client,0.0056543723,0.8484713,0.0141
O60331,client,0.052806985,0.5135806,0.7183
Q00169,client,0.9957812,0.98597187,0.0047
Q96J94,client,0.3179324,0.27407828,0.1299
Q8NG27,client,0.964023,0.8334112,0.9907
Q9P0L9,client,0.502113,0.024350623,0.0515
P08F94,client,0.049098764,0.001827957,0.8242
P30613,client,0.7463936,0.07394483,0.003
Q16512,client,0.8732161,0.3898132,0.3205
Q13835,client,0.11404271,0.19308007,0.8098
Q99959,client,0.4365104,0.60182536,0.9631
Q9Y446,client,0.13431911,0.16808972,0.4946
Q99569,client,0.6322114,0.103595436,0.9616
Q9NQ66,client,0.706659,0.74798304,0.1567
Q15147,client,0.81268126,0.2868629,0.1348
P51178,client,0.37389275,0.8669275,0.1848
Q8N3E9,client,0.18069613,0.032025915,0.3172
P19174,client,0.71075374,0.6379924,0.0655
Q8IV08,client,0.006835116,0.0018205417,0.4406
Q15149,client,0.062630236,0.68136865,0.5083
Q9HB21,client,0.6393727,0.5679249,0.0763
Q9HAU0,client,0.9335325,0.81224465,0.1869
Q9Y2H5,client,0.93966097,0.85484093,0.9845
Q3KR16,client,0.59809816,0.6092278,0.4215
Q9HBL7,client,0.046916675,0.009244491,0.0139
Q9H4B4,client,0.617741,0.03940337,0.5508
O00444,client,0.71644443,0.1233494,0.837
Q9Y342,client,0.0028183884,0.001755851,0.0165
P60201,client,0.0006236656,0.00012197833,0.0231
O94903,client,0.031029448,0.3814717,0.0198
O14495,client,0.07800438,0.0007527823,0.0782
Q7Z2D5,client,0.06289237,0.045713164,0.9575
O75051,client,0.5289303,0.0068444093,0.0969
O75439,client,0.019907828,0.019682264,0.0133
Q15126,client,0.15008406,0.5341411,0.0031
Q8N490,client,0.07701847,0.24137536,0.1337
Q96T60,client,0.24168198,0.2824721,0.0437
Q9NRX1,client,0.28536436,0.123908035,0.0037
P00491,client,0.57433724,0.54246175,0.0041
Q8TCS8,client,0.018518472,0.09052527,0.2808
Q12796,client,0.2769563,0.28544036,0.7188
Q8NBT0,client,0.9736467,0.99165326,0.1272
Q8TC44,client,0.97306246,0.96685565,0.1727
Q8NA72,client,0.69927984,0.9099722,0.8633
Q9BY77,client,0.25351793,0.6876066,0.8154
Q9NRF9,client,0.00925508,0.29667884,0.0071
O95602,client,0.42830023,0.041466594,0.0836
Q9H9Y6,client,0.11151984,0.18635496,0.0233
Q9GZS1,client,0.12220526,0.040725444,0.1135
P19388,client,0.23028463,0.4485906,0.0045
P52434,client,0.026146727,0.44059756,0.0036
P62875,client,0.0311781,0.13323528,0.0067
O14802,client,0.07766946,0.13754866,0.0628
O00411,client,0.1463555,0.028293366,0.2602
O95707,client,0.35057476,0.106873,0.0076
O75817,client,0.1188756,0.08495856,0.0055
Q16633,client,0.12804236,0.3554038,0.6625
P14859,client,0.67079884,0.9318729,0.9942
Q15181,client,0.6412352,0.79658115,0.0121
Q9H2U2,client,0.25584793,0.07019674,0.0342
Q07869,client,0.8616418,0.18058245,0.025
O75334,client,0.3238457,0.38036537,0.6808
O75145,client,0.37432986,0.19887634,0.6873
O75335,client,0.3263194,0.30171916,0.6914
P62937,client,0.9994248,0.9635978,0.0057
Q9Y536,client,0.9982292,0.9878298,0.0058
F5H284,client,0.9985428,0.990638,0.005
P23284,client,0.98652923,0.96468073,0.0114
Q08752,client,0.9852822,0.84689873,0.0181
P30405,client,0.99945766,0.95032877,0.0964
O43447,client,0.09755543,0.7628756,0.0105
Q6PFW1,client,0.7475991,0.3827555,0.7446
Q5SGD2,client,0.10189371,0.019886257,0.078
Q9Y570,client,0.3154532,0.5889975,0.0482
P62136,client,0.9427207,0.9483487,0.0636
P62140,client,0.5081768,0.161913,0.0273
P36873,client,0.7774689,0.2035502,0.4008
O60927,client,0.27492338,0.41532224,0.7425
Q6NYC8,client,0.8623496,0.75361544,0.9481
P41236,client,0.53402,0.78710383,0.7283
Q6ZMI0,client,0.56764936,0.5627959,0.3151
Q15435,client,0.71979254,0.03470394,0.137
Q12972,client,0.3154991,0.59275216,0.7254
Q9ULJ8,client,0.95959735,0.889232,0.599
Q96SB3,client,0.62905025,0.76265633,0.9393
P30154,client,0.21050103,0.07182351,0.0193
Q14738,client,0.70830095,0.15811223,0.7941
Q08209,client,0.26653412,0.50917614,0.0248
P16298,client,0.5038763,0.712574,0.0886
P60510,client,0.67746043,0.7294678,0.0065
Q9NY27,client,0.66837215,0.32386187,0.6363
O00743,client,0.46116003,0.8773488,0.0156
O43663,client,0.8785325,0.56478006,0.1135
Q06830,client,0.5238453,0.73992723,0.0184
P32119,client,0.07898209,0.54769045,0.015
Q13162,client,0.040422726,0.007418883,0.0378
P30044,client,0.44874337,0.03452679,0.5507
P30041,client,0.046797466,0.5575547,0.009
Q8TCU6,client,0.24869642,0.07168605,0.0798
Q13131,client,0.5408936,0.1228697,0.0987
P22694,client,0.30605325,0.64523244,0.0136
P13861,client,0.07500717,0.41045496,0.0434
P31323,client,0.99525565,0.32996225,0.0284
P17252,client,0.98006403,0.877972,0.0605
P05771,client,0.84644,0.828449,0.0689
Q02156,client,0.946135,0.8746244,0.4588
P05129,client,0.9858665,0.21843237,0.3113
Q04759,client,0.93985444,0.70050997,0.0482
Q15139,client,0.54351306,0.86507213,0.301
Q9BZL6,client,0.63272,0.67946464,0.8514
O94806,client,0.8506359,0.6596311,0.1455
O60260,client,0.076225355,0.060667913,0.4538
Q8NCQ7,client,0.7841512,0.6544528,0.8469
Q9UMS4,client,0.5599747,0.9497655,0.0214
O43395,client,0.5270269,0.065211125,0.6232
Q8WWY3,client,0.45289043,0.35192832,0.655
O43172,client,0.8454044,0.7234472,0.092
P41219,client,0.0011203933,0.09925459,0.215
P60891,client,0.47162038,0.977778,0.0891
P21108,client,0.558267,0.95384294,0.1812
P11908,client,0.85344166,0.93127424,0.0483
Q6MZQ0,client,0.16639838,0.04800037,0.0804
Q8TB68,client,0.08680717,0.014344013,0.7469
P48634,client,0.799513,0.9511397,0.9789
Q5JSZ5,client,0.9598612,0.7395287,0.949
Q99946,client,0.0011305774,0.013318899,0.8608
A5PKW4,client,0.5130949,0.3085398,0.6349
Q9NYI0,client,0.18931527,0.38681152,0.5058
P49768,client,0.017845087,0.0020978956,0.008
P49810,client,0.022912418,0.007030412,0.0049
P11801,client,0.8706206,0.013069591,0.0562
P25788,client,0.069318645,0.2611927,0.0029
Q8TAA3,client,0.65253025,0.8849141,0.2279
P40306,client,0.031701934,0.016885173,0.0359
P28074,client,0.8587845,0.27342704,0.019
P62191,client,0.7212067,0.9989058,0.8022
Q9P2W1,client,0.5775263,0.058467377,0.0207
P62195,client,0.55563754,0.9967325,0.0246
Q99460,client,0.121322766,0.04465192,0.1168
O00231,client,0.21857367,0.039789267,0.061
Q9UNM6,client,0.032751396,0.06566732,0.011
P55036,client,0.9981426,0.9460362,0.1307
Q15008,client,0.28418845,0.021131443,0.006
Q06323,client,0.7862221,0.8278857,0.629
Q9UL46,client,0.10612533,0.3694106,0.0024
P61289,client,0.14299503,0.38839975,0.0076
Q9UKA9,client,0.8430199,0.561356,0.567
O95758,client,0.8084343,0.6449548,0.7774
O75127,client,0.27845445,0.053914305,0.7267
Q8WV60,client,0.07294198,0.013603818,0.014
P60484,client,0.45689732,0.66573876,0.0142
Q15185,client,0.74930453,0.6411421,0.0553
Q05397,client,0.9142101,0.57999885,0.1639
Q14289,client,0.89594114,0.6161628,0.4201
Q13308,client,0.05350972,0.40975687,0.5554
Q06124,client,0.7169611,0.40281484,0.5292
Q12923,client,0.86766374,0.89150006,0.7721
Q9H3S7,client,0.7753984,0.35758924,0.775
P43378,client,0.5123542,0.7005103,0.1525
P23468,client,0.0473088,0.8818516,0.1987
P10586,client,0.02537558,0.84703565,0.3642
Q13332,client,0.0018328879,0.8463679,0.1974
Q92729,client,0.09826506,0.82109845,0.1793
P23471,client,0.6497574,0.55559415,0.8031
O95997,client,0.84137905,0.99843675,0.0937
Q9UHX1,client,0.6909106,0.59228563,0.3355
Q14671,client,0.10972393,0.5602322,0.9967
Q15397,client,0.7192468,0.019240096,0.3415
Q00577,client,0.527039,0.98120326,0.8376
Q96QR8,client,0.4506612,0.9775144,0.5841
Q9Y606,client,0.10908318,0.36941442,0.0587
Q13610,client,0.9529226,0.9934551,0.1688
Q15269,client,0.9174052,0.9695593,0.1786
A1KZ92,client,0.0038182323,0.2858294,0.139
P49023,client,0.4228941,0.7486413,0.9868
Q9ULZ3,client,0.40551662,0.0061566937,0.0065
P32322,client,0.018351167,0.020827914,0.2074
Q53H96,client,0.18863373,0.04967277,0.0048
P11216,client,0.8593633,0.3736667,0.0833
P11217,client,0.6802862,0.03289592,0.0635
Q6K0P9,client,0.692293,0.3871721,0.9725
P47897,client,0.22395219,0.054275554,0.0262
P09417,client,0.03801043,0.20136368,0.0224
Q96PU8,client,0.91928744,0.94489735,0.0053
Q15274,client,0.002678787,0.018530449,0.0221
Q15032,client,0.96722347,0.9182178,0.9947
Q9Y2K5,client,0.9475761,0.8979146,0.9958
P62491,client,0.79035974,0.99999857,0.0272
Q15907,client,0.6290908,0.99987817,0.0122
O75154,client,0.5007329,0.3435333,0.891
Q86YS3,client,0.5712362,0.6008016,0.3056
Q9BXF6,client,0.4789499,0.70376414,0.8575
P51153,client,0.9335997,0.9836367,0.0187
P61106,client,0.7448093,0.69091713,0.0686
P59190,client,0.8475914,0.989433,0.1895
Q9H0U4,client,0.12802666,0.9872617,0.0061
Q9UL25,client,0.3053638,0.8949983,0.0829
P61019,client,0.932415,0.9630286,0.0327
Q8WUD1,client,0.9660677,0.95244145,0.0202
Q14088,client,0.17872505,0.9950955,0.0081
P20336,client,0.5078008,0.9041857,0.0079
Q96E17,client,0.86267495,0.95239127,0.0154
Q15042,client,0.59243727,0.35716996,0.7519
Q9H2M9,client,0.5206391,0.07220591,0.3097
P61018,client,0.6407468,0.9576642,0.0042
P20339,client,0.002165728,0.99470264,0.0197
P61020,client,0.09464767,0.9711412,0.0362
P51148,client,0.006803316,0.98330355,0.0777
P20340,client,0.9795736,0.9777451,0.007
Q9NRW1,client,0.9606987,0.9915598,0.003
Q9H0N0,client,0.9420563,0.98636,0.4827
P51149,client,0.040048186,0.9926369,0.0196
Q92930,client,0.76238614,0.9879374,0.0042
Q9Y3P9,client,0.30260816,0.5930865,0.2389
P63000,client,0.9240495,0.9893238,0.0033
O75943,client,0.7750785,0.8535095,0.9028
O60216,client,0.74101955,0.85868037,0.9584
Q9H4I0,client,0.8171723,0.40648782,0.0605
P54727,client,0.75048244,0.8865589,0.9389
Q92878,client,0.6964339,0.5668612,0.2978
Q06609,client,0.99063444,0.9987962,0.0183
P11233,client,0.08803208,0.9983889,0.0098
Q6GYQ0,client,0.85764617,0.030133234,0.4453
Q86SE5,client,0.99820065,0.98401123,0.9281
